index,country,conf,deth,recv,ts,days,code,continent,sub_region,pop
1687,Liechtenstein,1,0,0,2020-03-09,6,LIE,Europe,Western Europe,37910.0
1688,Liechtenstein,1,0,0,2020-03-10,7,LIE,Europe,Western Europe,37910.0
1689,Liechtenstein,1,0,0,2020-03-11,8,LIE,Europe,Western Europe,37910.0
1690,Liechtenstein,1,0,0,2020-03-12,9,LIE,Europe,Western Europe,37910.0
1691,Liechtenstein,1,0,0,2020-03-13,10,LIE,Europe,Western Europe,37910.0
1692,Liechtenstein,4,0,0,2020-03-14,11,LIE,Europe,Western Europe,37910.0
1693,Liechtenstein,4,0,0,2020-03-15,12,LIE,Europe,Western Europe,37910.0
1694,Liechtenstein,4,0,0,2020-03-16,13,LIE,Europe,Western Europe,37910.0
1695,Liechtenstein,7,0,0,2020-03-17,14,LIE,Europe,Western Europe,37910.0
1696,Liechtenstein,28,0,0,2020-03-18,15,LIE,Europe,Western Europe,37910.0
1697,Liechtenstein,28,0,0,2020-03-19,16,LIE,Europe,Western Europe,37910.0
1698,Lithuania,1,0,0,2020-02-28,1,LTU,Europe,Northern Europe,2789533.0
1699,Lithuania,1,0,0,2020-02-29,2,LTU,Europe,Northern Europe,2789533.0
1700,Lithuania,1,0,0,2020-03-01,3,LTU,Europe,Northern Europe,2789533.0
1701,Lithuania,1,0,0,2020-03-02,4,LTU,Europe,Northern Europe,2789533.0
1702,Lithuania,1,0,0,2020-03-03,5,LTU,Europe,Northern Europe,2789533.0
1703,Lithuania,1,0,0,2020-03-04,6,LTU,Europe,Northern Europe,2789533.0
1704,Lithuania,1,0,0,2020-03-05,7,LTU,Europe,Northern Europe,2789533.0
1705,Lithuania,1,0,0,2020-03-06,8,LTU,Europe,Northern Europe,2789533.0
1706,Lithuania,1,0,0,2020-03-07,9,LTU,Europe,Northern Europe,2789533.0
1707,Lithuania,1,0,0,2020-03-08,10,LTU,Europe,Northern Europe,2789533.0
1708,Lithuania,1,0,0,2020-03-09,11,LTU,Europe,Northern Europe,2789533.0
1709,Lithuania,1,0,0,2020-03-10,12,LTU,Europe,Northern Europe,2789533.0
1710,Lithuania,3,0,0,2020-03-11,13,LTU,Europe,Northern Europe,2789533.0
1711,Lithuania,3,0,0,2020-03-12,14,LTU,Europe,Northern Europe,2789533.0
1712,Lithuania,6,0,0,2020-03-13,15,LTU,Europe,Northern Europe,2789533.0
1713,Lithuania,8,0,0,2020-03-14,16,LTU,Europe,Northern Europe,2789533.0
1714,Lithuania,12,0,1,2020-03-15,17,LTU,Europe,Northern Europe,2789533.0
1715,Lithuania,17,0,1,2020-03-16,18,LTU,Europe,Northern Europe,2789533.0
1716,Lithuania,25,0,1,2020-03-17,19,LTU,Europe,Northern Europe,2789533.0
1717,Lithuania,27,0,1,2020-03-18,20,LTU,Europe,Northern Europe,2789533.0
1718,Lithuania,36,0,1,2020-03-19,21,LTU,Europe,Northern Europe,2789533.0
1719,Luxembourg,1,0,0,2020-02-29,1,LUX,Europe,Western Europe,607728.0
1720,Luxembourg,1,0,0,2020-03-01,2,LUX,Europe,Western Europe,607728.0
1721,Luxembourg,1,0,0,2020-03-02,3,LUX,Europe,Western Europe,607728.0
1722,Luxembourg,1,0,0,2020-03-03,4,LUX,Europe,Western Europe,607728.0
1723,Luxembourg,1,0,0,2020-03-04,5,LUX,Europe,Western Europe,607728.0
1724,Luxembourg,1,0,0,2020-03-05,6,LUX,Europe,Western Europe,607728.0
1725,Luxembourg,2,0,0,2020-03-06,7,LUX,Europe,Western Europe,607728.0
1726,Luxembourg,2,0,0,2020-03-07,8,LUX,Europe,Western Europe,607728.0
1727,Luxembourg,3,0,0,2020-03-08,9,LUX,Europe,Western Europe,607728.0
1728,Luxembourg,3,0,0,2020-03-09,10,LUX,Europe,Western Europe,607728.0
1729,Luxembourg,5,0,0,2020-03-10,11,LUX,Europe,Western Europe,607728.0
1730,Luxembourg,7,0,0,2020-03-11,12,LUX,Europe,Western Europe,607728.0
1731,Luxembourg,19,0,0,2020-03-12,13,LUX,Europe,Western Europe,607728.0
1732,Luxembourg,34,0,0,2020-03-13,14,LUX,Europe,Western Europe,607728.0
1733,Luxembourg,51,1,0,2020-03-14,15,LUX,Europe,Western Europe,607728.0
1734,Luxembourg,59,1,0,2020-03-15,16,LUX,Europe,Western Europe,607728.0
1735,Luxembourg,77,1,0,2020-03-16,17,LUX,Europe,Western Europe,607728.0
1736,Luxembourg,140,1,0,2020-03-17,18,LUX,Europe,Western Europe,607728.0
1737,Luxembourg,203,2,0,2020-03-18,19,LUX,Europe,Western Europe,607728.0
1738,Luxembourg,335,4,0,2020-03-19,20,LUX,Europe,Western Europe,607728.0
1739,Malaysia,3,0,0,2020-01-25,1,MYS,Asia,South-Eastern Asia,31528585.0
1740,Malaysia,4,0,0,2020-01-26,2,MYS,Asia,South-Eastern Asia,31528585.0
1741,Malaysia,4,0,0,2020-01-27,3,MYS,Asia,South-Eastern Asia,31528585.0
1742,Malaysia,4,0,0,2020-01-28,4,MYS,Asia,South-Eastern Asia,31528585.0
1743,Malaysia,7,0,0,2020-01-29,5,MYS,Asia,South-Eastern Asia,31528585.0
1744,Malaysia,8,0,0,2020-01-30,6,MYS,Asia,South-Eastern Asia,31528585.0
1745,Malaysia,8,0,0,2020-01-31,7,MYS,Asia,South-Eastern Asia,31528585.0
1746,Malaysia,8,0,0,2020-02-01,8,MYS,Asia,South-Eastern Asia,31528585.0
1747,Malaysia,8,0,0,2020-02-02,9,MYS,Asia,South-Eastern Asia,31528585.0
1748,Malaysia,8,0,0,2020-02-03,10,MYS,Asia,South-Eastern Asia,31528585.0
1749,Malaysia,10,0,0,2020-02-04,11,MYS,Asia,South-Eastern Asia,31528585.0
1750,Malaysia,12,0,0,2020-02-05,12,MYS,Asia,South-Eastern Asia,31528585.0
1751,Malaysia,12,0,0,2020-02-06,13,MYS,Asia,South-Eastern Asia,31528585.0
1752,Malaysia,12,0,1,2020-02-07,14,MYS,Asia,South-Eastern Asia,31528585.0
1753,Malaysia,16,0,1,2020-02-08,15,MYS,Asia,South-Eastern Asia,31528585.0
1754,Malaysia,16,0,1,2020-02-09,16,MYS,Asia,South-Eastern Asia,31528585.0
1755,Malaysia,18,0,1,2020-02-10,17,MYS,Asia,South-Eastern Asia,31528585.0
1756,Malaysia,18,0,3,2020-02-11,18,MYS,Asia,South-Eastern Asia,31528585.0
1757,Malaysia,18,0,3,2020-02-12,19,MYS,Asia,South-Eastern Asia,31528585.0
1758,Malaysia,19,0,3,2020-02-13,20,MYS,Asia,South-Eastern Asia,31528585.0
1759,Malaysia,19,0,3,2020-02-14,21,MYS,Asia,South-Eastern Asia,31528585.0
1760,Malaysia,22,0,7,2020-02-15,22,MYS,Asia,South-Eastern Asia,31528585.0
1761,Malaysia,22,0,7,2020-02-16,23,MYS,Asia,South-Eastern Asia,31528585.0
1762,Malaysia,22,0,7,2020-02-17,24,MYS,Asia,South-Eastern Asia,31528585.0
1763,Malaysia,22,0,13,2020-02-18,25,MYS,Asia,South-Eastern Asia,31528585.0
1764,Malaysia,22,0,15,2020-02-19,26,MYS,Asia,South-Eastern Asia,31528585.0
1765,Malaysia,22,0,15,2020-02-20,27,MYS,Asia,South-Eastern Asia,31528585.0
1766,Malaysia,22,0,15,2020-02-21,28,MYS,Asia,South-Eastern Asia,31528585.0
1767,Malaysia,22,0,15,2020-02-22,29,MYS,Asia,South-Eastern Asia,31528585.0
1768,Malaysia,22,0,15,2020-02-23,30,MYS,Asia,South-Eastern Asia,31528585.0
1769,Malaysia,22,0,18,2020-02-24,31,MYS,Asia,South-Eastern Asia,31528585.0
1770,Malaysia,22,0,18,2020-02-25,32,MYS,Asia,South-Eastern Asia,31528585.0
1771,Malaysia,22,0,18,2020-02-26,33,MYS,Asia,South-Eastern Asia,31528585.0
1772,Malaysia,23,0,18,2020-02-27,34,MYS,Asia,South-Eastern Asia,31528585.0
1773,Malaysia,23,0,18,2020-02-28,35,MYS,Asia,South-Eastern Asia,31528585.0
1774,Malaysia,25,0,18,2020-02-29,36,MYS,Asia,South-Eastern Asia,31528585.0
1775,Malaysia,29,0,18,2020-03-01,37,MYS,Asia,South-Eastern Asia,31528585.0
1776,Malaysia,29,0,18,2020-03-02,38,MYS,Asia,South-Eastern Asia,31528585.0
1777,Malaysia,36,0,22,2020-03-03,39,MYS,Asia,South-Eastern Asia,31528585.0
1778,Malaysia,50,0,22,2020-03-04,40,MYS,Asia,South-Eastern Asia,31528585.0
1779,Malaysia,50,0,22,2020-03-05,41,MYS,Asia,South-Eastern Asia,31528585.0
1780,Malaysia,83,0,22,2020-03-06,42,MYS,Asia,South-Eastern Asia,31528585.0
1781,Malaysia,93,0,23,2020-03-07,43,MYS,Asia,South-Eastern Asia,31528585.0
1782,Malaysia,99,0,24,2020-03-08,44,MYS,Asia,South-Eastern Asia,31528585.0
1783,Malaysia,117,0,24,2020-03-09,45,MYS,Asia,South-Eastern Asia,31528585.0
1784,Malaysia,129,0,24,2020-03-10,46,MYS,Asia,South-Eastern Asia,31528585.0
1785,Malaysia,149,0,26,2020-03-11,47,MYS,Asia,South-Eastern Asia,31528585.0
1786,Malaysia,149,0,26,2020-03-12,48,MYS,Asia,South-Eastern Asia,31528585.0
1787,Malaysia,197,0,26,2020-03-13,49,MYS,Asia,South-Eastern Asia,31528585.0
1788,Malaysia,238,0,35,2020-03-14,50,MYS,Asia,South-Eastern Asia,31528585.0
1789,Malaysia,428,0,42,2020-03-15,51,MYS,Asia,South-Eastern Asia,31528585.0
1790,Malaysia,566,0,42,2020-03-16,52,MYS,Asia,South-Eastern Asia,31528585.0
1791,Malaysia,673,2,49,2020-03-17,53,MYS,Asia,South-Eastern Asia,31528585.0
1792,Malaysia,790,2,60,2020-03-18,54,MYS,Asia,South-Eastern Asia,31528585.0
1793,Malaysia,900,2,75,2020-03-19,55,MYS,Asia,South-Eastern Asia,31528585.0
1794,Maldives,4,0,0,2020-03-08,1,MDV,Asia,Southern Asia,515696.0
1795,Maldives,4,0,0,2020-03-09,2,MDV,Asia,Southern Asia,515696.0
1796,Maldives,6,0,0,2020-03-10,3,MDV,Asia,Southern Asia,515696.0
1797,Maldives,8,0,0,2020-03-11,4,MDV,Asia,Southern Asia,515696.0
1798,Maldives,8,0,0,2020-03-12,5,MDV,Asia,Southern Asia,515696.0
1799,Maldives,9,0,0,2020-03-13,6,MDV,Asia,Southern Asia,515696.0
1800,Maldives,10,0,0,2020-03-14,7,MDV,Asia,Southern Asia,515696.0
1801,Maldives,13,0,0,2020-03-15,8,MDV,Asia,Southern Asia,515696.0
1802,Maldives,13,0,0,2020-03-16,9,MDV,Asia,Southern Asia,515696.0
1803,Maldives,13,0,0,2020-03-17,10,MDV,Asia,Southern Asia,515696.0
1804,Maldives,13,0,0,2020-03-18,11,MDV,Asia,Southern Asia,515696.0
1805,Maldives,13,0,0,2020-03-19,12,MDV,Asia,Southern Asia,515696.0
1806,Malta,3,0,0,2020-03-07,1,MLT,Europe,Southern Europe,483530.0
1807,Malta,3,0,0,2020-03-08,2,MLT,Europe,Southern Europe,483530.0
1808,Malta,3,0,0,2020-03-09,3,MLT,Europe,Southern Europe,483530.0
1809,Malta,5,0,0,2020-03-10,4,MLT,Europe,Southern Europe,483530.0
1810,Malta,6,0,0,2020-03-11,5,MLT,Europe,Southern Europe,483530.0
1811,Malta,6,0,0,2020-03-12,6,MLT,Europe,Southern Europe,483530.0
1812,Malta,12,0,1,2020-03-13,7,MLT,Europe,Southern Europe,483530.0
1813,Malta,18,0,1,2020-03-14,8,MLT,Europe,Southern Europe,483530.0
1814,Malta,21,0,1,2020-03-15,9,MLT,Europe,Southern Europe,483530.0
1815,Malta,30,0,2,2020-03-16,10,MLT,Europe,Southern Europe,483530.0
1816,Malta,38,0,2,2020-03-17,11,MLT,Europe,Southern Europe,483530.0
1817,Malta,38,0,2,2020-03-18,12,MLT,Europe,Southern Europe,483530.0
1818,Malta,53,0,2,2020-03-19,13,MLT,Europe,Southern Europe,483530.0
1819,Martinique,2,0,0,2020-03-07,1,MTQ,Americas,Caribbean,
1820,Martinique,2,0,0,2020-03-08,2,MTQ,Americas,Caribbean,
1821,Martinique,2,0,0,2020-03-09,3,MTQ,Americas,Caribbean,
1822,Martinique,2,0,0,2020-03-10,4,MTQ,Americas,Caribbean,
1823,Martinique,3,0,0,2020-03-11,5,MTQ,Americas,Caribbean,
1824,Martinique,3,0,0,2020-03-12,6,MTQ,Americas,Caribbean,
1825,Martinique,3,0,0,2020-03-13,7,MTQ,Americas,Caribbean,
1826,Martinique,9,0,0,2020-03-14,8,MTQ,Americas,Caribbean,
1827,Martinique,9,0,0,2020-03-15,9,MTQ,Americas,Caribbean,
1828,Martinique,15,1,0,2020-03-16,10,MTQ,Americas,Caribbean,
1829,Martinique,16,1,0,2020-03-17,11,MTQ,Americas,Caribbean,
1830,Martinique,19,1,0,2020-03-18,12,MTQ,Americas,Caribbean,
1831,Martinique,23,1,0,2020-03-19,13,MTQ,Americas,Caribbean,
1832,Mauritania,1,0,0,2020-03-14,1,MRT,Africa,Western Africa,4403319.0
1833,Mauritania,1,0,0,2020-03-15,2,MRT,Africa,Western Africa,4403319.0
1834,Mauritania,1,0,0,2020-03-16,3,MRT,Africa,Western Africa,4403319.0
1835,Mauritania,1,0,0,2020-03-17,4,MRT,Africa,Western Africa,4403319.0
1836,Mauritania,1,0,0,2020-03-18,5,MRT,Africa,Western Africa,4403319.0
1837,Mauritania,2,0,0,2020-03-19,6,MRT,Africa,Western Africa,4403319.0
1838,Mauritius,3,0,0,2020-03-18,1,MUS,Africa,Eastern Africa,1265303.0
1839,Mauritius,3,0,0,2020-03-19,2,MUS,Africa,Eastern Africa,1265303.0
1840,Mexico,1,0,0,2020-02-28,1,MEX,Americas,Central America,126190788.0
1841,Mexico,4,0,0,2020-02-29,2,MEX,Americas,Central America,126190788.0
1842,Mexico,5,0,0,2020-03-01,3,MEX,Americas,Central America,126190788.0
1843,Mexico,5,0,0,2020-03-02,4,MEX,Americas,Central America,126190788.0
1844,Mexico,5,0,1,2020-03-03,5,MEX,Americas,Central America,126190788.0
1845,Mexico,5,0,1,2020-03-04,6,MEX,Americas,Central America,126190788.0
1846,Mexico,5,0,1,2020-03-05,7,MEX,Americas,Central America,126190788.0
1847,Mexico,6,0,1,2020-03-06,8,MEX,Americas,Central America,126190788.0
1848,Mexico,6,0,1,2020-03-07,9,MEX,Americas,Central America,126190788.0
1849,Mexico,7,0,1,2020-03-08,10,MEX,Americas,Central America,126190788.0
1850,Mexico,7,0,1,2020-03-09,11,MEX,Americas,Central America,126190788.0
1851,Mexico,7,0,4,2020-03-10,12,MEX,Americas,Central America,126190788.0
1852,Mexico,8,0,4,2020-03-11,13,MEX,Americas,Central America,126190788.0
1853,Mexico,12,0,4,2020-03-12,14,MEX,Americas,Central America,126190788.0
1854,Mexico,12,0,4,2020-03-13,15,MEX,Americas,Central America,126190788.0
1855,Mexico,26,0,4,2020-03-14,16,MEX,Americas,Central America,126190788.0
1856,Mexico,41,0,4,2020-03-15,17,MEX,Americas,Central America,126190788.0
1857,Mexico,53,0,4,2020-03-16,18,MEX,Americas,Central America,126190788.0
1858,Mexico,82,0,4,2020-03-17,19,MEX,Americas,Central America,126190788.0
1859,Mexico,93,0,4,2020-03-18,20,MEX,Americas,Central America,126190788.0
1860,Mexico,118,1,4,2020-03-19,21,MEX,Americas,Central America,126190788.0
1861,Moldova,1,0,0,2020-03-08,1,MDA,Europe,Eastern Europe,3545883.0
1862,Moldova,1,0,0,2020-03-09,2,MDA,Europe,Eastern Europe,3545883.0
1863,Moldova,3,0,0,2020-03-10,3,MDA,Europe,Eastern Europe,3545883.0
1864,Moldova,3,0,0,2020-03-11,4,MDA,Europe,Eastern Europe,3545883.0
1865,Moldova,3,0,0,2020-03-12,5,MDA,Europe,Eastern Europe,3545883.0
1866,Moldova,6,0,0,2020-03-13,6,MDA,Europe,Eastern Europe,3545883.0
1867,Moldova,12,0,0,2020-03-14,7,MDA,Europe,Eastern Europe,3545883.0
1868,Moldova,23,0,0,2020-03-15,8,MDA,Europe,Eastern Europe,3545883.0
1869,Moldova,23,0,0,2020-03-16,9,MDA,Europe,Eastern Europe,3545883.0
1870,Moldova,30,0,1,2020-03-17,10,MDA,Europe,Eastern Europe,3545883.0
1871,Moldova,30,1,1,2020-03-18,11,MDA,Europe,Eastern Europe,3545883.0
1872,Moldova,49,1,1,2020-03-19,12,MDA,Europe,Eastern Europe,3545883.0
1873,Monaco,1,0,0,2020-02-29,1,MCO,Europe,Western Europe,38682.0
1874,Monaco,1,0,0,2020-03-01,2,MCO,Europe,Western Europe,38682.0
1875,Monaco,1,0,0,2020-03-02,3,MCO,Europe,Western Europe,38682.0
1876,Monaco,1,0,0,2020-03-03,4,MCO,Europe,Western Europe,38682.0
1877,Monaco,1,0,0,2020-03-04,5,MCO,Europe,Western Europe,38682.0
1878,Monaco,1,0,0,2020-03-05,6,MCO,Europe,Western Europe,38682.0
1879,Monaco,1,0,0,2020-03-06,7,MCO,Europe,Western Europe,38682.0
1880,Monaco,1,0,0,2020-03-07,8,MCO,Europe,Western Europe,38682.0
1881,Monaco,1,0,0,2020-03-08,9,MCO,Europe,Western Europe,38682.0
1882,Monaco,1,0,0,2020-03-09,10,MCO,Europe,Western Europe,38682.0
1883,Monaco,1,0,0,2020-03-10,11,MCO,Europe,Western Europe,38682.0
1884,Monaco,1,0,0,2020-03-11,12,MCO,Europe,Western Europe,38682.0
1885,Monaco,2,0,0,2020-03-12,13,MCO,Europe,Western Europe,38682.0
1886,Monaco,2,0,0,2020-03-13,14,MCO,Europe,Western Europe,38682.0
1887,Monaco,2,0,0,2020-03-14,15,MCO,Europe,Western Europe,38682.0
1888,Monaco,2,0,0,2020-03-15,16,MCO,Europe,Western Europe,38682.0
1889,Monaco,7,0,0,2020-03-16,17,MCO,Europe,Western Europe,38682.0
1890,Monaco,7,0,0,2020-03-17,18,MCO,Europe,Western Europe,38682.0
1891,Monaco,7,0,0,2020-03-18,19,MCO,Europe,Western Europe,38682.0
1892,Monaco,7,0,0,2020-03-19,20,MCO,Europe,Western Europe,38682.0
1893,Mongolia,1,0,0,2020-03-10,1,MNG,Asia,Eastern Asia,3170208.0
1894,Mongolia,1,0,0,2020-03-11,2,MNG,Asia,Eastern Asia,3170208.0
1895,Mongolia,1,0,0,2020-03-12,3,MNG,Asia,Eastern Asia,3170208.0
1896,Mongolia,1,0,0,2020-03-13,4,MNG,Asia,Eastern Asia,3170208.0
1897,Mongolia,1,0,0,2020-03-14,5,MNG,Asia,Eastern Asia,3170208.0
1898,Mongolia,1,0,0,2020-03-15,6,MNG,Asia,Eastern Asia,3170208.0
1899,Mongolia,1,0,0,2020-03-16,7,MNG,Asia,Eastern Asia,3170208.0
1900,Mongolia,5,0,0,2020-03-17,8,MNG,Asia,Eastern Asia,3170208.0
1901,Mongolia,6,0,0,2020-03-18,9,MNG,Asia,Eastern Asia,3170208.0
1902,Mongolia,6,0,0,2020-03-19,10,MNG,Asia,Eastern Asia,3170208.0
1903,Montenegro,2,0,0,2020-03-17,1,MNE,Europe,Southern Europe,622345.0
1904,Montenegro,1,0,0,2020-03-18,2,MNE,Europe,Southern Europe,622345.0
1905,Montenegro,3,0,0,2020-03-19,3,MNE,Europe,Southern Europe,622345.0
1906,Morocco,1,0,0,2020-03-02,1,MAR,Africa,Northern Africa,36029138.0
1907,Morocco,1,0,0,2020-03-03,2,MAR,Africa,Northern Africa,36029138.0
1908,Morocco,1,0,0,2020-03-04,3,MAR,Africa,Northern Africa,36029138.0
1909,Morocco,2,0,0,2020-03-05,4,MAR,Africa,Northern Africa,36029138.0
1910,Morocco,2,0,0,2020-03-06,5,MAR,Africa,Northern Africa,36029138.0
1911,Morocco,2,0,0,2020-03-07,6,MAR,Africa,Northern Africa,36029138.0
1912,Morocco,2,0,0,2020-03-08,7,MAR,Africa,Northern Africa,36029138.0
1913,Morocco,2,0,0,2020-03-09,8,MAR,Africa,Northern Africa,36029138.0
1914,Morocco,3,1,0,2020-03-10,9,MAR,Africa,Northern Africa,36029138.0
1915,Morocco,5,1,0,2020-03-11,10,MAR,Africa,Northern Africa,36029138.0
1916,Morocco,6,1,0,2020-03-12,11,MAR,Africa,Northern Africa,36029138.0
1917,Morocco,7,1,1,2020-03-13,12,MAR,Africa,Northern Africa,36029138.0
1918,Morocco,17,1,1,2020-03-14,13,MAR,Africa,Northern Africa,36029138.0
1919,Morocco,28,1,1,2020-03-15,14,MAR,Africa,Northern Africa,36029138.0
1920,Morocco,29,1,1,2020-03-16,15,MAR,Africa,Northern Africa,36029138.0
1921,Morocco,38,2,1,2020-03-17,16,MAR,Africa,Northern Africa,36029138.0
1922,Morocco,49,2,1,2020-03-18,17,MAR,Africa,Northern Africa,36029138.0
1923,Morocco,63,2,1,2020-03-19,18,MAR,Africa,Northern Africa,36029138.0
1924,Namibia,2,0,0,2020-03-14,1,NAM,Africa,Southern Africa,2448255.0
1925,Namibia,2,0,0,2020-03-15,2,NAM,Africa,Southern Africa,2448255.0
1926,Namibia,2,0,0,2020-03-16,3,NAM,Africa,Southern Africa,2448255.0
1927,Namibia,2,0,0,2020-03-17,4,NAM,Africa,Southern Africa,2448255.0
1928,Namibia,2,0,0,2020-03-18,5,NAM,Africa,Southern Africa,2448255.0
1929,Namibia,3,0,0,2020-03-19,6,NAM,Africa,Southern Africa,2448255.0
1930,Nepal,1,0,0,2020-01-25,1,NPL,Asia,Southern Asia,28087871.0
1931,Nepal,1,0,0,2020-01-26,2,NPL,Asia,Southern Asia,28087871.0
1932,Nepal,1,0,0,2020-01-27,3,NPL,Asia,Southern Asia,28087871.0
1933,Nepal,1,0,0,2020-01-28,4,NPL,Asia,Southern Asia,28087871.0
1934,Nepal,1,0,0,2020-01-29,5,NPL,Asia,Southern Asia,28087871.0
1935,Nepal,1,0,0,2020-01-30,6,NPL,Asia,Southern Asia,28087871.0
1936,Nepal,1,0,0,2020-01-31,7,NPL,Asia,Southern Asia,28087871.0
1937,Nepal,1,0,0,2020-02-01,8,NPL,Asia,Southern Asia,28087871.0
1938,Nepal,1,0,0,2020-02-02,9,NPL,Asia,Southern Asia,28087871.0
1939,Nepal,1,0,0,2020-02-03,10,NPL,Asia,Southern Asia,28087871.0
1940,Nepal,1,0,0,2020-02-04,11,NPL,Asia,Southern Asia,28087871.0
1941,Nepal,1,0,0,2020-02-05,12,NPL,Asia,Southern Asia,28087871.0
1942,Nepal,1,0,0,2020-02-06,13,NPL,Asia,Southern Asia,28087871.0
1943,Nepal,1,0,0,2020-02-07,14,NPL,Asia,Southern Asia,28087871.0
1944,Nepal,1,0,0,2020-02-08,15,NPL,Asia,Southern Asia,28087871.0
1945,Nepal,1,0,0,2020-02-09,16,NPL,Asia,Southern Asia,28087871.0
1946,Nepal,1,0,0,2020-02-10,17,NPL,Asia,Southern Asia,28087871.0
1947,Nepal,1,0,0,2020-02-11,18,NPL,Asia,Southern Asia,28087871.0
1948,Nepal,1,0,1,2020-02-12,19,NPL,Asia,Southern Asia,28087871.0
1949,Nepal,1,0,1,2020-02-13,20,NPL,Asia,Southern Asia,28087871.0
1950,Nepal,1,0,1,2020-02-14,21,NPL,Asia,Southern Asia,28087871.0
1951,Nepal,1,0,1,2020-02-15,22,NPL,Asia,Southern Asia,28087871.0
1952,Nepal,1,0,1,2020-02-16,23,NPL,Asia,Southern Asia,28087871.0
1953,Nepal,1,0,1,2020-02-17,24,NPL,Asia,Southern Asia,28087871.0
1954,Nepal,1,0,1,2020-02-18,25,NPL,Asia,Southern Asia,28087871.0
1955,Nepal,1,0,1,2020-02-19,26,NPL,Asia,Southern Asia,28087871.0
1956,Nepal,1,0,1,2020-02-20,27,NPL,Asia,Southern Asia,28087871.0
1957,Nepal,1,0,1,2020-02-21,28,NPL,Asia,Southern Asia,28087871.0
1958,Nepal,1,0,1,2020-02-22,29,NPL,Asia,Southern Asia,28087871.0
1959,Nepal,1,0,1,2020-02-23,30,NPL,Asia,Southern Asia,28087871.0
1960,Nepal,1,0,1,2020-02-24,31,NPL,Asia,Southern Asia,28087871.0
1961,Nepal,1,0,1,2020-02-25,32,NPL,Asia,Southern Asia,28087871.0
1962,Nepal,1,0,1,2020-02-26,33,NPL,Asia,Southern Asia,28087871.0
1963,Nepal,1,0,1,2020-02-27,34,NPL,Asia,Southern Asia,28087871.0
1964,Nepal,1,0,1,2020-02-28,35,NPL,Asia,Southern Asia,28087871.0
1965,Nepal,1,0,1,2020-02-29,36,NPL,Asia,Southern Asia,28087871.0
1966,Nepal,1,0,1,2020-03-01,37,NPL,Asia,Southern Asia,28087871.0
1967,Nepal,1,0,1,2020-03-02,38,NPL,Asia,Southern Asia,28087871.0
1968,Nepal,1,0,1,2020-03-03,39,NPL,Asia,Southern Asia,28087871.0
1969,Nepal,1,0,1,2020-03-04,40,NPL,Asia,Southern Asia,28087871.0
1970,Nepal,1,0,1,2020-03-05,41,NPL,Asia,Southern Asia,28087871.0
1971,Nepal,1,0,1,2020-03-06,42,NPL,Asia,Southern Asia,28087871.0
1972,Nepal,1,0,1,2020-03-07,43,NPL,Asia,Southern Asia,28087871.0
1973,Nepal,1,0,1,2020-03-08,44,NPL,Asia,Southern Asia,28087871.0
1974,Nepal,1,0,1,2020-03-09,45,NPL,Asia,Southern Asia,28087871.0
1975,Nepal,1,0,1,2020-03-10,46,NPL,Asia,Southern Asia,28087871.0
1976,Nepal,1,0,1,2020-03-11,47,NPL,Asia,Southern Asia,28087871.0
1977,Nepal,1,0,1,2020-03-12,48,NPL,Asia,Southern Asia,28087871.0
1978,Nepal,1,0,1,2020-03-13,49,NPL,Asia,Southern Asia,28087871.0
1979,Nepal,1,0,1,2020-03-14,50,NPL,Asia,Southern Asia,28087871.0
1980,Nepal,1,0,1,2020-03-15,51,NPL,Asia,Southern Asia,28087871.0
1981,Nepal,1,0,1,2020-03-16,52,NPL,Asia,Southern Asia,28087871.0
1982,Nepal,1,0,1,2020-03-17,53,NPL,Asia,Southern Asia,28087871.0
1983,Nepal,1,0,1,2020-03-18,54,NPL,Asia,Southern Asia,28087871.0
1984,Nepal,1,0,1,2020-03-19,55,NPL,Asia,Southern Asia,28087871.0
1985,Netherlands,1,0,0,2020-02-27,1,NLD,Europe,Western Europe,17231017.0
1986,Netherlands,1,0,0,2020-02-28,2,NLD,Europe,Western Europe,17231017.0
1987,Netherlands,6,0,0,2020-02-29,3,NLD,Europe,Western Europe,17231017.0
1988,Netherlands,10,0,0,2020-03-01,4,NLD,Europe,Western Europe,17231017.0
1989,Netherlands,18,0,0,2020-03-02,5,NLD,Europe,Western Europe,17231017.0
1990,Netherlands,24,0,0,2020-03-03,6,NLD,Europe,Western Europe,17231017.0
1991,Netherlands,38,0,0,2020-03-04,7,NLD,Europe,Western Europe,17231017.0
1992,Netherlands,82,0,0,2020-03-05,8,NLD,Europe,Western Europe,17231017.0
1993,Netherlands,128,1,0,2020-03-06,9,NLD,Europe,Western Europe,17231017.0
1994,Netherlands,188,1,0,2020-03-07,10,NLD,Europe,Western Europe,17231017.0
1995,Netherlands,265,3,0,2020-03-08,11,NLD,Europe,Western Europe,17231017.0
1996,Netherlands,321,3,0,2020-03-09,12,NLD,Europe,Western Europe,17231017.0
1997,Netherlands,382,4,0,2020-03-10,13,NLD,Europe,Western Europe,17231017.0
1998,Netherlands,503,5,0,2020-03-11,14,NLD,Europe,Western Europe,17231017.0
1999,Netherlands,503,5,0,2020-03-12,15,NLD,Europe,Western Europe,17231017.0
2000,Netherlands,806,10,0,2020-03-13,16,NLD,Europe,Western Europe,17231017.0
2001,Netherlands,962,12,2,2020-03-14,17,NLD,Europe,Western Europe,17231017.0
