index,country,conf,deth,recv,ts,days
622,China,80977,3193,65660,2020-03-14,53
623,China,81003,3203,67017,2020-03-15,54
624,China,81033,3217,67910,2020-03-16,55
625,China,81058,3230,68798,2020-03-17,56
626,China,81102,3241,69755,2020-03-18,57
627,China,81156,3249,70535,2020-03-19,58
628,Colombia,1,0,0,2020-03-06,1
629,Colombia,1,0,0,2020-03-07,2
630,Colombia,1,0,0,2020-03-08,3
631,Colombia,1,0,0,2020-03-09,4
632,Colombia,3,0,0,2020-03-10,5
633,Colombia,9,0,0,2020-03-11,6
634,Colombia,9,0,0,2020-03-12,7
635,Colombia,13,0,0,2020-03-13,8
636,Colombia,22,0,0,2020-03-14,9
637,Colombia,34,0,0,2020-03-15,10
638,Colombia,54,0,0,2020-03-16,11
639,Colombia,65,0,1,2020-03-17,12
640,Colombia,93,0,1,2020-03-18,13
641,Colombia,102,0,1,2020-03-19,14
642,Congo (Brazzaville),1,0,0,2020-03-15,1
643,Congo (Brazzaville),1,0,0,2020-03-16,2
644,Congo (Brazzaville),1,0,0,2020-03-17,3
645,Congo (Brazzaville),1,0,0,2020-03-18,4
646,Congo (Brazzaville),3,0,0,2020-03-19,5
647,Congo (Kinshasa),1,0,0,2020-03-11,1
648,Congo (Kinshasa),1,0,0,2020-03-12,2
649,Congo (Kinshasa),2,0,0,2020-03-13,3
650,Congo (Kinshasa),2,0,0,2020-03-14,4
651,Congo (Kinshasa),2,0,0,2020-03-15,5
652,Congo (Kinshasa),2,0,0,2020-03-16,6
653,Congo (Kinshasa),3,0,0,2020-03-17,7
654,Congo (Kinshasa),4,0,0,2020-03-18,8
655,Congo (Kinshasa),14,0,0,2020-03-19,9
656,Costa Rica,1,0,0,2020-03-06,1
657,Costa Rica,1,0,0,2020-03-07,2
658,Costa Rica,5,0,0,2020-03-08,3
659,Costa Rica,9,0,0,2020-03-09,4
660,Costa Rica,9,0,0,2020-03-10,5
661,Costa Rica,13,0,0,2020-03-11,6
662,Costa Rica,22,0,0,2020-03-12,7
663,Costa Rica,23,0,0,2020-03-13,8
664,Costa Rica,26,0,0,2020-03-14,9
665,Costa Rica,27,0,0,2020-03-15,10
666,Costa Rica,35,0,0,2020-03-16,11
667,Costa Rica,41,0,0,2020-03-17,12
668,Costa Rica,50,0,0,2020-03-18,13
669,Costa Rica,69,1,0,2020-03-19,14
670,Cote d'Ivoire,1,0,0,2020-03-11,1
671,Cote d'Ivoire,1,0,0,2020-03-12,2
672,Cote d'Ivoire,1,0,0,2020-03-13,3
673,Cote d'Ivoire,1,0,0,2020-03-14,4
674,Cote d'Ivoire,1,0,0,2020-03-15,5
675,Cote d'Ivoire,1,0,0,2020-03-16,6
676,Cote d'Ivoire,5,0,1,2020-03-17,7
677,Cote d'Ivoire,6,0,1,2020-03-18,8
678,Cote d'Ivoire,9,0,1,2020-03-19,9
679,Croatia,1,0,0,2020-02-25,1
680,Croatia,3,0,0,2020-02-26,2
681,Croatia,3,0,0,2020-02-27,3
682,Croatia,5,0,0,2020-02-28,4
683,Croatia,6,0,0,2020-02-29,5
684,Croatia,7,0,0,2020-03-01,6
685,Croatia,7,0,0,2020-03-02,7
686,Croatia,9,0,0,2020-03-03,8
687,Croatia,10,0,0,2020-03-04,9
688,Croatia,10,0,0,2020-03-05,10
689,Croatia,11,0,0,2020-03-06,11
690,Croatia,12,0,0,2020-03-07,12
691,Croatia,12,0,0,2020-03-08,13
692,Croatia,12,0,0,2020-03-09,14
693,Croatia,14,0,0,2020-03-10,15
694,Croatia,19,0,0,2020-03-11,16
695,Croatia,19,0,0,2020-03-12,17
696,Croatia,32,0,1,2020-03-13,18
697,Croatia,38,0,1,2020-03-14,19
698,Croatia,49,0,1,2020-03-15,20
699,Croatia,57,0,2,2020-03-16,21
700,Croatia,65,0,4,2020-03-17,22
701,Croatia,81,0,4,2020-03-18,23
702,Croatia,105,1,5,2020-03-19,24
703,Cruise Ship,61,0,0,2020-02-07,1
704,Cruise Ship,61,0,0,2020-02-08,2
705,Cruise Ship,64,0,0,2020-02-09,3
706,Cruise Ship,135,0,0,2020-02-10,4
707,Cruise Ship,135,0,0,2020-02-11,5
708,Cruise Ship,175,0,0,2020-02-12,6
709,Cruise Ship,175,0,0,2020-02-13,7
710,Cruise Ship,218,0,0,2020-02-14,8
711,Cruise Ship,285,0,0,2020-02-15,9
712,Cruise Ship,355,0,0,2020-02-16,10
713,Cruise Ship,454,0,0,2020-02-17,11
714,Cruise Ship,542,0,0,2020-02-18,12
715,Cruise Ship,621,0,1,2020-02-19,13
716,Cruise Ship,634,2,1,2020-02-20,14
717,Cruise Ship,634,2,1,2020-02-21,15
718,Cruise Ship,634,2,1,2020-02-22,16
719,Cruise Ship,691,3,0,2020-02-23,17
720,Cruise Ship,691,3,0,2020-02-24,18
721,Cruise Ship,691,3,0,2020-02-25,19
722,Cruise Ship,705,4,10,2020-02-26,20
723,Cruise Ship,705,4,10,2020-02-27,21
724,Cruise Ship,705,6,10,2020-02-28,22
725,Cruise Ship,705,6,10,2020-02-29,23
726,Cruise Ship,705,6,10,2020-03-01,24
727,Cruise Ship,705,6,10,2020-03-02,25
728,Cruise Ship,706,6,10,2020-03-03,26
729,Cruise Ship,706,6,10,2020-03-04,27
730,Cruise Ship,706,6,10,2020-03-05,28
731,Cruise Ship,696,6,40,2020-03-06,29
732,Cruise Ship,696,6,40,2020-03-07,30
733,Cruise Ship,696,6,40,2020-03-08,31
734,Cruise Ship,696,6,40,2020-03-09,32
735,Cruise Ship,696,6,40,2020-03-10,33
736,Cruise Ship,696,7,325,2020-03-11,34
737,Cruise Ship,696,7,325,2020-03-12,35
738,Cruise Ship,696,7,325,2020-03-13,36
739,Cruise Ship,696,7,325,2020-03-14,37
740,Cruise Ship,696,7,325,2020-03-15,38
741,Cruise Ship,696,7,325,2020-03-16,39
742,Cruise Ship,696,7,325,2020-03-17,40
743,Cruise Ship,712,7,325,2020-03-18,41
744,Cruise Ship,712,7,325,2020-03-19,42
745,Cuba,3,0,0,2020-03-12,1
746,Cuba,4,0,0,2020-03-13,2
747,Cuba,4,0,0,2020-03-14,3
748,Cuba,4,0,0,2020-03-15,4
749,Cuba,4,0,0,2020-03-16,5
750,Cuba,5,0,0,2020-03-17,6
751,Cuba,7,1,0,2020-03-18,7
752,Cuba,11,1,0,2020-03-19,8
753,Cyprus,2,0,0,2020-03-09,1
754,Cyprus,3,0,0,2020-03-10,2
755,Cyprus,6,0,0,2020-03-11,3
756,Cyprus,6,0,0,2020-03-12,4
757,Cyprus,14,0,0,2020-03-13,5
758,Cyprus,26,0,0,2020-03-14,6
759,Cyprus,26,0,0,2020-03-15,7
760,Cyprus,33,0,0,2020-03-16,8
761,Cyprus,46,0,0,2020-03-17,9
762,Cyprus,49,0,0,2020-03-18,10
763,Cyprus,67,0,0,2020-03-19,11
764,Czechia,3,0,0,2020-03-01,1
765,Czechia,3,0,0,2020-03-02,2
766,Czechia,5,0,0,2020-03-03,3
767,Czechia,8,0,0,2020-03-04,4
768,Czechia,12,0,0,2020-03-05,5
769,Czechia,18,0,0,2020-03-06,6
770,Czechia,19,0,0,2020-03-07,7
771,Czechia,31,0,0,2020-03-08,8
772,Czechia,31,0,0,2020-03-09,9
773,Czechia,41,0,0,2020-03-10,10
774,Czechia,91,0,0,2020-03-11,11
775,Czechia,94,0,0,2020-03-12,12
776,Czechia,141,0,0,2020-03-13,13
777,Czechia,189,0,0,2020-03-14,14
778,Czechia,253,0,0,2020-03-15,15
779,Czechia,298,0,3,2020-03-16,16
780,Czechia,396,0,3,2020-03-17,17
781,Czechia,464,0,3,2020-03-18,18
782,Czechia,694,0,3,2020-03-19,19
783,Denmark,1,0,0,2020-02-27,1
784,Denmark,1,0,0,2020-02-28,2
785,Denmark,3,0,0,2020-02-29,3
786,Denmark,4,0,0,2020-03-01,4
787,Denmark,4,0,0,2020-03-02,5
788,Denmark,6,0,0,2020-03-03,6
789,Denmark,11,0,0,2020-03-04,7
790,Denmark,11,0,0,2020-03-05,8
791,Denmark,24,0,1,2020-03-06,9
792,Denmark,24,0,1,2020-03-07,10
793,Denmark,37,0,1,2020-03-08,11
794,Denmark,92,0,1,2020-03-09,12
795,Denmark,264,0,1,2020-03-10,13
796,Denmark,444,0,1,2020-03-11,14
797,Denmark,617,0,1,2020-03-12,15
798,Denmark,804,0,1,2020-03-13,16
799,Denmark,836,1,1,2020-03-14,17
800,Denmark,875,2,1,2020-03-15,18
801,Denmark,933,3,1,2020-03-16,19
802,Denmark,1025,4,1,2020-03-17,20
803,Denmark,1116,4,1,2020-03-18,21
804,Denmark,1225,6,1,2020-03-19,22
805,Djibouti,1,0,0,2020-03-18,1
806,Djibouti,1,0,0,2020-03-19,2
807,Dominican Republic,1,0,0,2020-03-01,1
808,Dominican Republic,1,0,0,2020-03-02,2
809,Dominican Republic,1,0,0,2020-03-03,3
810,Dominican Republic,1,0,0,2020-03-04,4
811,Dominican Republic,1,0,0,2020-03-05,5
812,Dominican Republic,2,0,0,2020-03-06,6
813,Dominican Republic,2,0,0,2020-03-07,7
814,Dominican Republic,5,0,0,2020-03-08,8
815,Dominican Republic,5,0,0,2020-03-09,9
816,Dominican Republic,5,0,0,2020-03-10,10
817,Dominican Republic,5,0,0,2020-03-11,11
818,Dominican Republic,5,0,0,2020-03-12,12
819,Dominican Republic,5,0,0,2020-03-13,13
820,Dominican Republic,11,0,0,2020-03-14,14
821,Dominican Republic,11,0,0,2020-03-15,15
822,Dominican Republic,11,0,0,2020-03-16,16
823,Dominican Republic,21,1,0,2020-03-17,17
824,Dominican Republic,21,1,0,2020-03-18,18
825,Dominican Republic,34,2,0,2020-03-19,19
826,Ecuador,6,0,0,2020-03-01,1
827,Ecuador,6,0,0,2020-03-02,2
828,Ecuador,7,0,0,2020-03-03,3
829,Ecuador,10,0,0,2020-03-04,4
830,Ecuador,13,0,0,2020-03-05,5
831,Ecuador,13,0,0,2020-03-06,6
832,Ecuador,13,0,0,2020-03-07,7
833,Ecuador,14,0,0,2020-03-08,8
834,Ecuador,15,0,0,2020-03-09,9
835,Ecuador,15,0,0,2020-03-10,10
836,Ecuador,17,0,0,2020-03-11,11
837,Ecuador,17,0,0,2020-03-12,12
838,Ecuador,17,0,0,2020-03-13,13
839,Ecuador,28,2,0,2020-03-14,14
840,Ecuador,28,2,0,2020-03-15,15
841,Ecuador,37,2,0,2020-03-16,16
842,Ecuador,58,2,0,2020-03-17,17
843,Ecuador,111,2,0,2020-03-18,18
844,Ecuador,199,3,0,2020-03-19,19
845,Egypt,1,0,0,2020-02-14,1
846,Egypt,1,0,0,2020-02-15,2
847,Egypt,1,0,0,2020-02-16,3
848,Egypt,1,0,0,2020-02-17,4
849,Egypt,1,0,0,2020-02-18,5
850,Egypt,1,0,0,2020-02-19,6
851,Egypt,1,0,0,2020-02-20,7
852,Egypt,1,0,0,2020-02-21,8
853,Egypt,1,0,0,2020-02-22,9
854,Egypt,1,0,0,2020-02-23,10
855,Egypt,1,0,0,2020-02-24,11
856,Egypt,1,0,0,2020-02-25,12
857,Egypt,1,0,0,2020-02-26,13
858,Egypt,1,0,0,2020-02-27,14
859,Egypt,1,0,1,2020-02-28,15
860,Egypt,1,0,1,2020-02-29,16
861,Egypt,2,0,1,2020-03-01,17
862,Egypt,2,0,1,2020-03-02,18
863,Egypt,2,0,1,2020-03-03,19
864,Egypt,2,0,1,2020-03-04,20
865,Egypt,3,0,1,2020-03-05,21
866,Egypt,15,0,1,2020-03-06,22
867,Egypt,15,0,1,2020-03-07,23
868,Egypt,49,1,1,2020-03-08,24
869,Egypt,55,1,1,2020-03-09,25
870,Egypt,59,1,1,2020-03-10,26
871,Egypt,60,1,27,2020-03-11,27
872,Egypt,67,1,27,2020-03-12,28
873,Egypt,80,2,27,2020-03-13,29
874,Egypt,109,2,27,2020-03-14,30
875,Egypt,110,2,21,2020-03-15,31
876,Egypt,150,2,27,2020-03-16,32
877,Egypt,196,4,32,2020-03-17,33
878,Egypt,196,6,32,2020-03-18,34
879,Egypt,256,6,32,2020-03-19,35
880,El Salvador,1,0,0,2020-03-19,1
881,Equatorial Guinea,1,0,0,2020-03-15,1
882,Equatorial Guinea,1,0,0,2020-03-16,2
883,Equatorial Guinea,1,0,0,2020-03-17,3
884,Equatorial Guinea,4,0,0,2020-03-18,4
885,Equatorial Guinea,6,0,0,2020-03-19,5
886,Estonia,1,0,0,2020-02-27,1
887,Estonia,1,0,0,2020-02-28,2
888,Estonia,1,0,0,2020-02-29,3
889,Estonia,1,0,0,2020-03-01,4
890,Estonia,1,0,0,2020-03-02,5
891,Estonia,2,0,0,2020-03-03,6
892,Estonia,2,0,0,2020-03-04,7
893,Estonia,3,0,0,2020-03-05,8
894,Estonia,10,0,0,2020-03-06,9
895,Estonia,10,0,0,2020-03-07,10
896,Estonia,10,0,0,2020-03-08,11
897,Estonia,10,0,0,2020-03-09,12
898,Estonia,12,0,0,2020-03-10,13
899,Estonia,16,0,0,2020-03-11,14
900,Estonia,16,0,0,2020-03-12,15
901,Estonia,79,0,0,2020-03-13,16
902,Estonia,115,0,0,2020-03-14,17
903,Estonia,171,0,1,2020-03-15,18
904,Estonia,205,0,1,2020-03-16,19
905,Estonia,225,0,1,2020-03-17,20
906,Estonia,258,0,1,2020-03-18,21
907,Estonia,267,0,1,2020-03-19,22
908,Eswatini,1,0,0,2020-03-14,1
909,Eswatini,1,0,0,2020-03-15,2
910,Eswatini,1,0,0,2020-03-16,3
911,Eswatini,1,0,0,2020-03-17,4
912,Eswatini,1,0,0,2020-03-18,5
913,Eswatini,1,0,0,2020-03-19,6
914,Ethiopia,1,0,0,2020-03-13,1
915,Ethiopia,1,0,0,2020-03-14,2
916,Ethiopia,1,0,0,2020-03-15,3
917,Ethiopia,5,0,0,2020-03-16,4
918,Ethiopia,5,0,0,2020-03-17,5
919,Ethiopia,6,0,0,2020-03-18,6
920,Ethiopia,6,0,0,2020-03-19,7
921,Fiji,1,0,0,2020-03-19,1
922,Finland,1,0,0,2020-01-29,1
923,Finland,1,0,0,2020-01-30,2
924,Finland,1,0,0,2020-01-31,3
925,Finland,1,0,0,2020-02-01,4
926,Finland,1,0,0,2020-02-02,5
927,Finland,1,0,0,2020-02-03,6
928,Finland,1,0,0,2020-02-04,7
929,Finland,1,0,0,2020-02-05,8
930,Finland,1,0,0,2020-02-06,9
931,Finland,1,0,0,2020-02-07,10
932,Finland,1,0,0,2020-02-08,11
933,Finland,1,0,0,2020-02-09,12
934,Finland,1,0,0,2020-02-10,13
935,Finland,1,0,0,2020-02-11,14
936,Finland,1,0,1,2020-02-12,15
937,Finland,1,0,1,2020-02-13,16
938,Finland,1,0,1,2020-02-14,17
939,Finland,1,0,1,2020-02-15,18
940,Finland,1,0,1,2020-02-16,19
941,Finland,1,0,1,2020-02-17,20
942,Finland,1,0,1,2020-02-18,21
943,Finland,1,0,1,2020-02-19,22
944,Finland,1,0,1,2020-02-20,23
945,Finland,1,0,1,2020-02-21,24
946,Finland,1,0,1,2020-02-22,25
947,Finland,1,0,1,2020-02-23,26
948,Finland,1,0,1,2020-02-24,27
949,Finland,1,0,1,2020-02-25,28
950,Finland,2,0,1,2020-02-26,29
951,Finland,2,0,1,2020-02-27,30
952,Finland,2,0,1,2020-02-28,31
953,Finland,3,0,1,2020-02-29,32
954,Finland,6,0,1,2020-03-01,33
955,Finland,6,0,1,2020-03-02,34
956,Finland,6,0,1,2020-03-03,35
957,Finland,6,0,1,2020-03-04,36
958,Finland,12,0,1,2020-03-05,37
959,Finland,15,0,1,2020-03-06,38
960,Finland,15,0,1,2020-03-07,39
961,Finland,23,0,1,2020-03-08,40
962,Finland,30,0,1,2020-03-09,41
963,Finland,40,0,1,2020-03-10,42
964,Finland,59,0,1,2020-03-11,43
965,Finland,59,0,1,2020-03-12,44
966,Finland,155,0,1,2020-03-13,45
967,Finland,225,0,1,2020-03-14,46
968,Finland,244,0,10,2020-03-15,47
969,Finland,277,0,10,2020-03-16,48
970,Finland,321,0,10,2020-03-17,49
971,Finland,336,0,10,2020-03-18,50
972,Finland,400,0,10,2020-03-19,51
973,France,2,0,0,2020-01-24,1
974,France,3,0,0,2020-01-25,2
975,France,3,0,0,2020-01-26,3
976,France,3,0,0,2020-01-27,4
977,France,4,0,0,2020-01-28,5
978,France,5,0,0,2020-01-29,6
979,France,5,0,0,2020-01-30,7
980,France,5,0,0,2020-01-31,8
981,France,6,0,0,2020-02-01,9
982,France,6,0,0,2020-02-02,10
983,France,6,0,0,2020-02-03,11
984,France,6,0,0,2020-02-04,12
985,France,6,0,0,2020-02-05,13
986,France,6,0,0,2020-02-06,14
987,France,6,0,0,2020-02-07,15
988,France,11,0,0,2020-02-08,16
989,France,11,0,0,2020-02-09,17
990,France,11,0,0,2020-02-10,18
991,France,11,0,0,2020-02-11,19
992,France,11,0,2,2020-02-12,20
993,France,11,0,2,2020-02-13,21
994,France,11,0,2,2020-02-14,22
995,France,12,1,4,2020-02-15,23
996,France,12,1,4,2020-02-16,24
997,France,12,1,4,2020-02-17,25
998,France,12,1,4,2020-02-18,26
999,France,12,1,4,2020-02-19,27
1000,France,12,1,4,2020-02-20,28
1001,France,12,1,4,2020-02-21,29
1002,France,12,1,4,2020-02-22,30
1003,France,12,1,4,2020-02-23,31
1004,France,12,1,4,2020-02-24,32
1005,France,14,1,11,2020-02-25,33
1006,France,18,2,11,2020-02-26,34
1007,France,38,2,11,2020-02-27,35
1008,France,57,2,11,2020-02-28,36
1009,France,100,2,12,2020-02-29,37
1010,France,130,2,12,2020-03-01,38
1011,France,191,3,12,2020-03-02,39
1012,France,204,4,12,2020-03-03,40
1013,France,288,4,12,2020-03-04,41
1014,France,380,6,12,2020-03-05,42
1015,France,656,9,12,2020-03-06,43
1016,France,957,11,12,2020-03-07,44
1017,France,1134,19,12,2020-03-08,45
1018,France,1217,19,12,2020-03-09,46
1019,France,1792,33,12,2020-03-10,47
1020,France,2290,48,12,2020-03-11,48
1021,France,2290,48,12,2020-03-12,49
1022,France,3678,79,12,2020-03-13,50
1023,France,4487,91,12,2020-03-14,51
1024,France,4523,91,12,2020-03-15,52
1025,France,6668,148,12,2020-03-16,53
1026,France,7699,148,12,2020-03-17,54
1027,France,9105,148,12,2020-03-18,55
1028,France,10947,243,12,2020-03-19,56
1029,Gabon,1,0,0,2020-03-14,1
1030,Gabon,1,0,0,2020-03-15,2
1031,Gabon,1,0,0,2020-03-16,3
1032,Gabon,1,0,0,2020-03-17,4
1033,Gabon,1,0,0,2020-03-18,5
1034,Gabon,1,0,0,2020-03-19,6
1035,"Gambia, The",1,0,0,2020-03-17,1
1036,"Gambia, The",1,0,0,2020-03-18,2
1037,"Gambia, The",1,0,0,2020-03-19,3
1038,Georgia,1,0,0,2020-02-26,1
1039,Georgia,1,0,0,2020-02-27,2
1040,Georgia,1,0,0,2020-02-28,3
1041,Georgia,1,0,0,2020-02-29,4
1042,Georgia,3,0,0,2020-03-01,5
1043,Georgia,3,0,0,2020-03-02,6
1044,Georgia,3,0,0,2020-03-03,7
1045,Georgia,3,0,0,2020-03-04,8
1046,Georgia,4,0,0,2020-03-05,9
1047,Georgia,4,0,0,2020-03-06,10
1048,Georgia,4,0,0,2020-03-07,11
1049,Georgia,13,0,0,2020-03-08,12
1050,Georgia,15,0,0,2020-03-09,13
1051,Georgia,15,0,0,2020-03-10,14
1052,Georgia,24,0,0,2020-03-11,15
1053,Georgia,24,0,0,2020-03-12,16
1054,Georgia,25,0,0,2020-03-13,17
1055,Georgia,30,0,0,2020-03-14,18
1056,Georgia,33,0,0,2020-03-15,19
1057,Georgia,33,0,1,2020-03-16,20
1058,Georgia,34,0,1,2020-03-17,21
1059,Georgia,38,0,1,2020-03-18,22
1060,Georgia,40,0,1,2020-03-19,23
1061,Germany,1,0,0,2020-01-27,1
1062,Germany,4,0,0,2020-01-28,2
1063,Germany,4,0,0,2020-01-29,3
1064,Germany,4,0,0,2020-01-30,4
1065,Germany,5,0,0,2020-01-31,5
1066,Germany,8,0,0,2020-02-01,6
1067,Germany,10,0,0,2020-02-02,7
1068,Germany,12,0,0,2020-02-03,8
1069,Germany,12,0,0,2020-02-04,9
1070,Germany,12,0,0,2020-02-05,10
1071,Germany,12,0,0,2020-02-06,11
1072,Germany,13,0,0,2020-02-07,12
1073,Germany,13,0,0,2020-02-08,13
1074,Germany,14,0,0,2020-02-09,14
1075,Germany,14,0,0,2020-02-10,15
1076,Germany,16,0,0,2020-02-11,16
1077,Germany,16,0,0,2020-02-12,17
1078,Germany,16,0,1,2020-02-13,18
1079,Germany,16,0,1,2020-02-14,19
1080,Germany,16,0,1,2020-02-15,20
1081,Germany,16,0,1,2020-02-16,21
1082,Germany,16,0,1,2020-02-17,22
1083,Germany,16,0,12,2020-02-18,23
1084,Germany,16,0,12,2020-02-19,24
1085,Germany,16,0,12,2020-02-20,25
1086,Germany,16,0,14,2020-02-21,26
1087,Germany,16,0,14,2020-02-22,27
1088,Germany,16,0,14,2020-02-23,28
1089,Germany,16,0,14,2020-02-24,29
1090,Germany,17,0,14,2020-02-25,30
1091,Germany,27,0,15,2020-02-26,31
1092,Germany,46,0,16,2020-02-27,32
1093,Germany,48,0,16,2020-02-28,33
1094,Germany,79,0,16,2020-02-29,34
1095,Germany,130,0,16,2020-03-01,35
1096,Germany,159,0,16,2020-03-02,36
1097,Germany,196,0,16,2020-03-03,37
1098,Germany,262,0,16,2020-03-04,38
1099,Germany,482,0,16,2020-03-05,39
1100,Germany,670,0,17,2020-03-06,40
1101,Germany,799,0,18,2020-03-07,41
1102,Germany,1040,0,18,2020-03-08,42
1103,Germany,1176,2,18,2020-03-09,43
1104,Germany,1457,2,18,2020-03-10,44
1105,Germany,1908,3,25,2020-03-11,45
1106,Germany,2078,3,25,2020-03-12,46
1107,Germany,3675,7,46,2020-03-13,47
1108,Germany,4585,9,46,2020-03-14,48
1109,Germany,5795,11,46,2020-03-15,49
1110,Germany,7272,17,67,2020-03-16,50
1111,Germany,9257,24,67,2020-03-17,51
1112,Germany,12327,28,105,2020-03-18,52
1113,Germany,15320,44,113,2020-03-19,53
1114,Ghana,3,0,0,2020-03-14,1
1115,Ghana,6,0,0,2020-03-15,2
1116,Ghana,6,0,0,2020-03-16,3
1117,Ghana,7,0,0,2020-03-17,4
1118,Ghana,7,0,0,2020-03-18,5
1119,Ghana,11,0,0,2020-03-19,6
1120,Greece,1,0,0,2020-02-26,1
1121,Greece,3,0,0,2020-02-27,2
1122,Greece,4,0,0,2020-02-28,3
1123,Greece,4,0,0,2020-02-29,4
1124,Greece,7,0,0,2020-03-01,5
1125,Greece,7,0,0,2020-03-02,6
1126,Greece,7,0,0,2020-03-03,7
1127,Greece,9,0,0,2020-03-04,8
1128,Greece,31,0,0,2020-03-05,9
1129,Greece,45,0,0,2020-03-06,10
1130,Greece,46,0,0,2020-03-07,11
1131,Greece,73,0,0,2020-03-08,12
1132,Greece,73,0,0,2020-03-09,13
1133,Greece,89,0,0,2020-03-10,14
1134,Greece,99,1,0,2020-03-11,15
1135,Greece,99,1,0,2020-03-12,16
1136,Greece,190,1,0,2020-03-13,17
1137,Greece,228,3,8,2020-03-14,18
1138,Greece,331,4,8,2020-03-15,19
1139,Greece,331,4,8,2020-03-16,20
1140,Greece,387,5,8,2020-03-17,21
1141,Greece,418,5,8,2020-03-18,22
1142,Greece,418,6,8,2020-03-19,23
1143,Guatemala,1,0,0,2020-03-14,1
1144,Guatemala,1,0,0,2020-03-15,2
1145,Guatemala,2,1,0,2020-03-16,3
1146,Guatemala,6,1,0,2020-03-17,4
1147,Guatemala,6,1,0,2020-03-18,5
1148,Guatemala,9,1,0,2020-03-19,6
1149,Guinea,1,0,0,2020-03-13,1
1150,Guinea,1,0,0,2020-03-14,2
1151,Guinea,1,0,0,2020-03-15,3
1152,Guinea,1,0,0,2020-03-16,4
1153,Guinea,1,0,0,2020-03-17,5
1154,Guinea,1,0,0,2020-03-18,6
1155,Guinea,1,0,0,2020-03-19,7
1156,Guyana,1,1,0,2020-03-12,1
1157,Guyana,1,1,0,2020-03-13,2
1158,Guyana,1,1,0,2020-03-14,3
1159,Guyana,4,1,0,2020-03-15,4
1160,Guyana,4,1,0,2020-03-16,5
1161,Guyana,7,1,0,2020-03-17,6
1162,Guyana,7,1,0,2020-03-18,7
1163,Guyana,7,1,0,2020-03-19,8
1164,Holy See,1,0,0,2020-03-06,1
1165,Holy See,1,0,0,2020-03-07,2
1166,Holy See,1,0,0,2020-03-08,3
1167,Holy See,1,0,0,2020-03-09,4
1168,Holy See,1,0,0,2020-03-10,5
1169,Holy See,1,0,0,2020-03-11,6
1170,Holy See,1,0,0,2020-03-12,7
1171,Holy See,1,0,0,2020-03-13,8
1172,Holy See,1,0,0,2020-03-14,9
1173,Holy See,1,0,0,2020-03-15,10
1174,Holy See,1,0,0,2020-03-16,11
1175,Holy See,1,0,0,2020-03-17,12
1176,Holy See,1,0,0,2020-03-18,13
1177,Holy See,1,0,0,2020-03-19,14
1178,Honduras,2,0,0,2020-03-11,1
1179,Honduras,2,0,0,2020-03-12,2
1180,Honduras,2,0,0,2020-03-13,3
1181,Honduras,2,0,0,2020-03-14,4
1182,Honduras,3,0,0,2020-03-15,5
1183,Honduras,6,0,0,2020-03-16,6
1184,Honduras,8,0,0,2020-03-17,7
1185,Honduras,9,0,0,2020-03-18,8
1186,Honduras,12,0,0,2020-03-19,9
1187,Hungary,2,0,0,2020-03-04,1
1188,Hungary,2,0,0,2020-03-05,2
1189,Hungary,2,0,0,2020-03-06,3
1190,Hungary,4,0,0,2020-03-07,4
1191,Hungary,7,0,0,2020-03-08,5
1192,Hungary,9,0,0,2020-03-09,6
1193,Hungary,9,0,0,2020-03-10,7
1194,Hungary,13,0,0,2020-03-11,8
1195,Hungary,13,0,0,2020-03-12,9
1196,Hungary,19,0,0,2020-03-13,10
1197,Hungary,30,0,1,2020-03-14,11
1198,Hungary,32,1,1,2020-03-15,12
1199,Hungary,39,1,1,2020-03-16,13
1200,Hungary,50,1,2,2020-03-17,14
1201,Hungary,58,1,2,2020-03-18,15
1202,Hungary,73,1,2,2020-03-19,16
1203,Iceland,1,0,0,2020-02-28,1
1204,Iceland,1,0,0,2020-02-29,2
1205,Iceland,3,0,0,2020-03-01,3
1206,Iceland,6,0,0,2020-03-02,4
1207,Iceland,11,0,0,2020-03-03,5
1208,Iceland,26,0,0,2020-03-04,6
1209,Iceland,34,0,0,2020-03-05,7
1210,Iceland,43,0,0,2020-03-06,8
1211,Iceland,50,0,0,2020-03-07,9
1212,Iceland,50,0,0,2020-03-08,10
1213,Iceland,58,0,0,2020-03-09,11
1214,Iceland,69,0,1,2020-03-10,12
1215,Iceland,85,0,1,2020-03-11,13
1216,Iceland,103,0,1,2020-03-12,14
1217,Iceland,134,0,1,2020-03-13,15
1218,Iceland,156,0,1,2020-03-14,16
1219,Iceland,171,5,8,2020-03-15,17
1220,Iceland,180,0,0,2020-03-16,18
1221,Iceland,220,1,0,2020-03-17,19
1222,Iceland,250,1,5,2020-03-18,20
1223,Iceland,330,1,5,2020-03-19,21
1224,India,1,0,0,2020-01-30,1
1225,India,1,0,0,2020-01-31,2
1226,India,1,0,0,2020-02-01,3
1227,India,2,0,0,2020-02-02,4
1228,India,3,0,0,2020-02-03,5
1229,India,3,0,0,2020-02-04,6
1230,India,3,0,0,2020-02-05,7
1231,India,3,0,0,2020-02-06,8
1232,India,3,0,0,2020-02-07,9
1233,India,3,0,0,2020-02-08,10
1234,India,3,0,0,2020-02-09,11
1235,India,3,0,0,2020-02-10,12
1236,India,3,0,0,2020-02-11,13
1237,India,3,0,0,2020-02-12,14
1238,India,3,0,0,2020-02-13,15
1239,India,3,0,0,2020-02-14,16
1240,India,3,0,0,2020-02-15,17
